id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
67070799,2020/12/24 1:26 PM CST,2020-12-24,2020-12-24 19:26:00 UTC,Central Time (US & Canada),3914144,mrprehistory,William Harris,2020-12-26 03:58:01 UTC,2021-01-04 04:23:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67070799,https://inaturalist-open-data.s3.amazonaws.com/photos/108271906/medium.jpg,,"",Holly Springs National Forest,2,0,false,,"Lafayette County, MS, USA",34.3564977486,-89.327450372,70,,,,70,,,false,,,,Lafayette,Mississippi,United States,Mississippi,Lafayette,river cane,Arundinaria gigantea,river cane,Plantae,121747
67210799,Mon Dec 28 2020 13:45:57 GMT-0500 (EST),2020-12-28,2020-12-28 18:45:57 UTC,Eastern Time (US & Canada),1277154,feral-hd,Haley,2020-12-28 20:56:15 UTC,2021-01-05 17:51:06 UTC,research,,https://www.inaturalist.org/observations/67210799,https://static.inaturalist.org/photos/108533476/medium.jpg,,"",,1,0,false,3,"Biffle Downs Rd, Stone Mountain, GA, US",33.74372167,-84.16933333,5,,,,5,,,false,,,,DeKalb,Georgia,United States,Georgia,DeKalb,river cane,Arundinaria gigantea,river cane,Plantae,121747
67212648,Mon Dec 28 2020 15:26:50 GMT-0600 (CST),2020-12-28,2020-12-28 15:26:50 UTC,UTC,2576000,naturejunkie14,,2020-12-28 21:28:06 UTC,2021-01-03 15:50:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67212648,https://inaturalist-open-data.s3.amazonaws.com/photos/109105431/medium.jpg,,"","",1,0,false,3,"W Central Ave, Bentonville, AR, US",36.372125,-94.2105716667,12,,,,12,,,false,,,,Benton,Arkansas,United States,Arkansas,Benton,river cane,Arundinaria gigantea,river cane,Plantae,121747
67269433,Tue Dec 29 2020 16:53:02 GMT-0500 (EST),2020-12-29,2020-12-29 21:53:02 UTC,Eastern Time (US & Canada),792370,leslieinman,,2020-12-29 21:53:42 UTC,2020-12-29 23:14:21 UTC,research,,https://www.inaturalist.org/observations/67269433,https://static.inaturalist.org/photos/108643193/medium.jpg,,"","",1,0,false,3,"Chattahoochee River National Recreation Area, Sandy Springs, GA, US",33.8842787175,-84.4425049984,5,,,,5,,,false,,,,Fulton,Georgia,United States,Georgia,Fulton,river cane,Arundinaria gigantea,river cane,Plantae,121747
67273156,2020/12/19 3:48 PM EST,2020-12-19,2020-12-19 20:48:00 UTC,Eastern Time (US & Canada),2677241,flammulated,Noah Strycker,2020-12-29 23:11:54 UTC,2021-03-08 00:30:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67273156,https://inaturalist-open-data.s3.amazonaws.com/photos/108642538/medium.jpeg,,"",,1,0,false,,"Sequoyah County, OK, USA",35.4473583333,-94.9740666667,10,,,,10,,,false,,,,Sequoyah,Oklahoma,United States,Oklahoma,Sequoyah,river cane,Arundinaria gigantea,river cane,Plantae,121747
67278980,Tue Dec 29 2020 10:04:54 GMT-0600 (CST),2020-12-29,2020-12-29 16:04:54 UTC,Central Time (US & Canada),37031,sedge,Paul Marcum,2020-12-30 01:20:05 UTC,2020-12-30 02:01:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67278980,https://inaturalist-open-data.s3.amazonaws.com/photos/108661364/medium.jpg,,"","",1,0,false,3,"Vienna, IL, US",37.3589883426,-88.917625,20,,,,20,,open,false,,,,Johnson,Illinois,United States,Illinois,Johnson,river cane,Arundinaria gigantea,river cane,Plantae,121747
67281926,Tue Dec 29 2020 12:17:07 GMT-0600 (CST),2020-12-29,2020-12-29 18:17:07 UTC,Central Time (US & Canada),920858,theo_witsell,"",2020-12-30 02:30:47 UTC,2020-12-31 02:54:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67281926,https://inaturalist-open-data.s3.amazonaws.com/photos/108667237/medium.jpg,,"","Extensive forested canebrake on terrace of Alum Fork, but culms not very tall. Averaging 4-5 feet or so.",2,0,false,3,"Ouachita National Forest, Paron, AR, US",34.7938383333,-92.8599166667,4,,,,4,,,false,,,,Saline,Arkansas,United States,Arkansas,Saline,river cane,Arundinaria gigantea,river cane,Plantae,121747
67313165,2020-12-26 5:14:21 PM EST,2020-12-26,2020-12-26 22:14:21 UTC,Eastern Time (US & Canada),475590,torreya_trekker,Scott Allen Davis,2020-12-30 19:07:08 UTC,2022-01-27 17:09:50 UTC,research,CC-BY,https://www.inaturalist.org/observations/67313165,https://inaturalist-open-data.s3.amazonaws.com/photos/108726259/medium.jpeg,,"",Internodes proximally sulcate.,1,0,false,2,"Crawfordville, FL 32327, USA",30.150486,-84.277539,,,,,,,,false,gps,gps,,Wakulla,Florida,United States,Florida,Wakulla,river cane,Arundinaria gigantea,river cane,Plantae,121747
67339834,2020/12/30 1:14 PM EST,2020-12-30,2020-12-30 18:14:00 UTC,Eastern Time (US & Canada),3344456,taroman,tom ward,2020-12-31 04:49:39 UTC,2021-01-17 19:15:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67339834,https://static.inaturalist.org/photos/108775151/medium.jpg,,"",,1,0,false,,"Alachua, FL, USA",29.7540634949,-82.4545591482,57,,,,57,,,false,,,,Alachua,Florida,United States,Florida,Alachua,river cane,Arundinaria gigantea,river cane,Plantae,121747
67370823,Wed Dec 30 2020 15:31:18 GMT-0600 (CST),2020-12-30,2020-12-30 15:31:18 UTC,UTC,444626,annewoodson,,2020-12-31 21:23:11 UTC,2022-12-15 04:25:56 UTC,research,,https://www.inaturalist.org/observations/67370823,https://static.inaturalist.org/photos/108832748/medium.jpg,,"",,1,0,false,3,"Timberlanes Rd, Wesson, MS, US",31.7104241027,-90.379009193,4,,,,4,,,false,,,,Copiah,Mississippi,United States,Mississippi,Copiah,river cane,Arundinaria gigantea,river cane,Plantae,121747
67417531,2020/12/28 9:42 PM CST,2020-12-28,2020-12-29 03:42:00 UTC,Central Time (US & Canada),37031,sedge,Paul Marcum,2021-01-01 20:53:31 UTC,2021-01-04 21:31:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67417531,https://inaturalist-open-data.s3.amazonaws.com/photos/108918238/medium.jpeg,,"",,1,0,false,,"Johnson County, IL, USA",37.3570816667,-88.9158833333,,,,,,,open,false,,,,Johnson,Illinois,United States,Illinois,Johnson,river cane,Arundinaria gigantea,river cane,Plantae,121747
67419719,2020/12/28 1:29 AM CST,2020-12-28,2020-12-28 07:29:00 UTC,Central Time (US & Canada),37031,sedge,Paul Marcum,2021-01-01 21:33:12 UTC,2021-01-01 22:18:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67419719,https://inaturalist-open-data.s3.amazonaws.com/photos/108919583/medium.jpeg,,"",,1,0,false,,"Pulaski County, IL, USA",37.2967733333,-89.05535,,,,,,,open,false,,,,Pulaski,Illinois,United States,Illinois,Pulaski,river cane,Arundinaria gigantea,river cane,Plantae,121747
67442082,Fri Jan 01 2021 17:05:18 GMT-0600 (CST),2021-01-01,2021-01-01 23:05:18 UTC,Central Time (US & Canada),246837,serracaris,"",2021-01-02 05:33:41 UTC,2021-01-10 16:07:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67442082,https://inaturalist-open-data.s3.amazonaws.com/photos/108964546/medium.jpg,,"","",1,0,false,3,"Riverpark, Sugar Land, TX, US",29.5756633333,-95.6751633333,14,,,,14,,,false,,,,Fort Bend,Texas,United States,Texas,Fort Bend,river cane,Arundinaria gigantea,river cane,Plantae,121747
67511773,Sun Dec 20 2020 11:10:53 GMT-0600 (CST),2020-12-20,2020-12-20 17:10:53 UTC,Central Time (US & Canada),1048776,fcase,,2021-01-03 13:02:17 UTC,2021-01-03 15:24:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67511773,https://inaturalist-open-data.s3.amazonaws.com/photos/109092599/medium.jpg,,"","",1,0,false,3,"Overton, Irondale, AL, US",33.51495,-86.6597366667,48,,,,48,,,false,,,,Jefferson,Alabama,United States,Alabama,Jefferson,river cane,Arundinaria gigantea,river cane,Plantae,121747
67581474,Mon Jan 04 2021 13:17:31 GMT-0600 (CST),2021-01-04,2021-01-04 13:17:31 UTC,UTC,3504943,fmitchellbell,,2021-01-04 19:20:16 UTC,2021-07-23 13:37:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67581474,https://inaturalist-open-data.s3.amazonaws.com/photos/109223789/medium.jpg,,"","",1,0,false,3,"Emelle, AL, US",32.8534900042,-88.2402930797,4,,,,4,,,false,,,,Sumter,Alabama,United States,Alabama,Sumter,river cane,Arundinaria gigantea,river cane,Plantae,121747
67682341,Wed Jan 06 2021 16:18:28 GMT-0600 (CST),2021-01-06,2021-01-06 16:18:28 UTC,UTC,3851636,hbarze,,2021-01-06 23:07:10 UTC,2021-07-23 13:37:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67682341,https://inaturalist-open-data.s3.amazonaws.com/photos/109415205/medium.jpg,,"","",2,0,false,3,"Emelle, AL, US",32.9228466667,-88.3340833333,5,,,,5,,,false,,,,Sumter,Alabama,United States,Alabama,Sumter,river cane,Arundinaria gigantea,river cane,Plantae,121747
67713593,Thu Jan 07 2021 13:21:04 GMT-0500 (EST),2021-01-07,2021-01-07 18:21:04 UTC,Eastern Time (US & Canada),480104,japey,,2021-01-07 18:21:13 UTC,2021-03-18 20:06:46 UTC,research,,https://www.inaturalist.org/observations/67713593,https://static.inaturalist.org/photos/109474752/medium.jpg,,"","",1,0,false,3,"College Station Rd, Athens, GA, US",33.934716207,-83.3556576628,16,,,,16,,,false,,,,Clarke,Georgia,United States,Georgia,Clarke,river cane,Arundinaria gigantea,river cane,Plantae,121747
67726995,2017-06-03 11:44:20 AM EDT,2017-06-03,2017-06-03 15:44:20 UTC,Eastern Time (US & Canada),3907000,amattingly,Adam D. Mattingly,2021-01-07 23:47:25 UTC,2021-05-06 00:42:38 UTC,research,,https://www.inaturalist.org/observations/67726995,https://static.inaturalist.org/photos/109499778/medium.jpeg,,"",,1,0,false,2,"Hardin County, US-KY, US",37.8754139884,-85.8997594479,74,,,,28329,obscured,,true,gps,gps,,Hardin,Kentucky,United States,Kentucky,Hardin,river cane,Arundinaria gigantea,river cane,Plantae,121747
67777666,2020/12/30 2:22 PM EST,2020-12-30,2020-12-30 19:22:00 UTC,Eastern Time (US & Canada),401931,cadecampbell,Cade,2021-01-09 02:57:12 UTC,2021-12-03 15:37:21 UTC,research,,https://www.inaturalist.org/observations/67777666,https://static.inaturalist.org/photos/109594670/medium.jpeg,,"",,1,0,false,,"Hawkins County, TN, USA",36.4749151345,-82.8027954786,8,,,,8,,,false,,,,Hawkins,Tennessee,United States,Tennessee,Hawkins,river cane,Arundinaria gigantea,river cane,Plantae,121747
67813426,Sat Jan 09 2021 15:57:28 GMT-0500 (EST),2021-01-09,2021-01-09 20:57:28 UTC,Eastern Time (US & Canada),3942790,ken_edelstein,Ken Edelstein,2021-01-09 20:57:59 UTC,2021-01-12 19:11:10 UTC,research,,https://www.inaturalist.org/observations/67813426,https://static.inaturalist.org/photos/109661753/medium.jpg,,"","",1,0,false,3,"Blue Heron Nature Preserve, Atlanta, GA, US",33.8665840879,-84.3796678931,91,,,,91,,,false,,,,Fulton,Georgia,United States,Georgia,Fulton,river cane,Arundinaria gigantea,river cane,Plantae,121747
67873144,2021/01/10 2:52 PM EST,2021-01-10,2021-01-11 00:52:00 UTC,Eastern Time (US & Canada),3892874,mjpapay,"",2021-01-10 21:25:37 UTC,2022-01-15 05:13:20 UTC,research,CC-BY,https://www.inaturalist.org/observations/67873144,https://inaturalist-open-data.s3.amazonaws.com/photos/109771413/medium.jpg,,"","",2,0,false,,"Chatham County, NC, USA",35.7169424653,-79.0989289969,8,,,,8,,,false,,,,Chatham,North Carolina,United States,North Carolina,Chatham,river cane,Arundinaria gigantea,river cane,Plantae,121747
67982386,Tue Jan 12 2021 11:19:40 GMT-0600 (CST),2021-01-12,2021-01-12 17:19:40 UTC,Central Time (US & Canada),1842498,okbirdman,Richard Hasegawa,2021-01-13 01:31:09 UTC,2021-03-10 13:45:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67982386,https://inaturalist-open-data.s3.amazonaws.com/photos/109976018/medium.jpg,,"","",1,0,false,3,"Mohawk Park, Tulsa, OK, US",36.2269117856,-95.9269304904,1013,,,,1013,,,false,,,,Tulsa,Oklahoma,United States,Oklahoma,Tulsa,river cane,Arundinaria gigantea,river cane,Plantae,121747
68166021,Sat Jan 16 2021 12:49:32 GMT-0600 (CST),2021-01-16,2021-01-16 12:49:32 UTC,UTC,1743853,lovesunflowers56,,2021-01-16 18:51:13 UTC,2021-01-23 14:14:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68166021,https://inaturalist-open-data.s3.amazonaws.com/photos/110306863/medium.jpg,,"","",1,0,false,3,"Warner Parks, Nashville, TN, US",36.0756406747,-86.8815395796,5,,,,5,,,false,,,,Davidson,Tennessee,United States,Tennessee,Davidson,river cane,Arundinaria gigantea,river cane,Plantae,121747
68191588,2021-01-14 4:01:06 PM CST,2021-01-14,2021-01-14 22:01:06 UTC,Central Time (US & Canada),743799,hortusmax,Max,2021-01-17 02:48:37 UTC,2021-01-17 18:49:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68191588,https://inaturalist-open-data.s3.amazonaws.com/photos/110354432/medium.jpeg,,"",,1,0,false,2,"Belknap Precinct, IL, USA",37.3600719444,-88.9196558611,,,,,,,open,false,gps,gps,,Johnson,Illinois,United States,Illinois,Johnson,river cane,Arundinaria gigantea,river cane,Plantae,121747
68201503,Sat Jan 16 2021 11:04:29 GMT-0600 (CST),2021-01-16,2021-01-16 21:04:29 UTC,Hawaii,559427,jfaupel,"",2021-01-17 07:37:55 UTC,2021-01-17 18:32:19 UTC,research,,https://www.inaturalist.org/observations/68201503,https://static.inaturalist.org/photos/110371917/medium.jpg,,"","",1,0,false,3,"Shawnee National Forest, Gorham, IL, US",37.7663116667,-89.4723583333,4,,,,4,,open,false,,,,Jackson,Illinois,United States,Illinois,Jackson,river cane,Arundinaria gigantea,river cane,Plantae,121747
68230092,2021/01/15 2:10 PM CST,2021-01-15,2021-01-15 20:10:00 UTC,Central Time (US & Canada),2231344,rarecatsnake,Matt Tomlinson,2021-01-17 20:10:43 UTC,2021-06-11 18:03:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68230092,https://inaturalist-open-data.s3.amazonaws.com/photos/110424788/medium.jpeg,,"","",1,0,false,,"Illinois, US",37.4971053156,-89.5802187456,19,,,,28388,obscured,open,true,,"",,Union,Illinois,United States,Illinois,Union,river cane,Arundinaria gigantea,river cane,Plantae,121747
68303840,2021/01/17 12:12 PM CST,2021-01-17,2021-01-17 18:12:00 UTC,Central Time (US & Canada),395895,wildlander,Jared Gorrell,2021-01-19 01:08:44 UTC,2021-01-19 04:08:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68303840,https://inaturalist-open-data.s3.amazonaws.com/photos/110563710/medium.jpeg,,"","",1,0,false,,"Randolph County, IL, USA",37.947808396,-89.7662213554,31,,,,31,,open,false,,,,Randolph,Illinois,United States,Illinois,Randolph,river cane,Arundinaria gigantea,river cane,Plantae,121747
68336339,2021-01-19T13:11:39-06:00,2021-01-19,2021-01-19 19:11:39 UTC,UTC,533480,jacquelynmoses,jacquelyn l moses,2021-01-19 19:11:56 UTC,2021-01-23 13:51:59 UTC,research,,https://www.inaturalist.org/observations/68336339,https://static.inaturalist.org/photos/110625142/medium.jpeg,,"",,1,0,false,333,"Williamson County, US-TN, US",35.7919817438,-86.9121286379,5,,,,5,,,false,,,,Williamson,Tennessee,United States,Tennessee,Williamson,river cane,Arundinaria gigantea,river cane,Plantae,121747
68413455,2021-01-17 2:15:42 PM CST,2021-01-17,2021-01-17 14:15:42 UTC,UTC,470461,juniper-m,Juniper,2021-01-21 17:10:42 UTC,2021-01-21 19:32:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68413455,https://inaturalist-open-data.s3.amazonaws.com/photos/110770795/medium.jpeg,,"",,1,0,false,2,"Fayetteville Township, AR, USA",36.0518638889,-94.1631638889,,,,,,,,false,gps,gps,,Washington,Arkansas,United States,Arkansas,Washington,river cane,Arundinaria gigantea,river cane,Plantae,121747
68438859,2020/11/14,2020-11-14,,Eastern Time (US & Canada),1501481,njh-,"",2021-01-22 05:34:21 UTC,2021-01-22 21:59:37 UTC,research,,https://www.inaturalist.org/observations/68438859,https://static.inaturalist.org/photos/110815678/medium.jpeg,,"","",1,0,false,,"Laurel Ridge Way, Woodstock, GA ",34.1103294,-84.4016907,204,,,,204,,,false,,,,Cherokee,Georgia,United States,Georgia,Cherokee,River Cane,Arundinaria gigantea,river cane,Plantae,121747
68489387,Sat Jan 23 2021 07:26:41 GMT-0600 (CST),2021-01-23,2021-01-23 07:26:41 UTC,UTC,2745364,james1132,James Bordelon,2021-01-23 13:27:24 UTC,2021-02-06 20:21:50 UTC,research,,https://www.inaturalist.org/observations/68489387,https://static.inaturalist.org/photos/110911956/medium.jpg,,"","",2,0,false,3,"Zachary, LA, US",30.6597709083,-91.2262746374,22,,,,22,,,false,,,,,Louisiana,United States,Louisiana,East Baton Rouge,river cane,Arundinaria gigantea,river cane,Plantae,121747
68512213,Sat Jan 23 2021 08:58:09 GMT-0600 (CST),2021-01-23,2021-01-23 14:58:09 UTC,Central Time (US & Canada),661037,laniarius,Jacob C. Cooper,2021-01-23 21:47:22 UTC,2023-03-27 03:16:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68512213,https://inaturalist-open-data.s3.amazonaws.com/photos/110953761/medium.jpg,,"","",1,0,false,3,"Shawnee National Forest, Ava, IL, US",37.7965133333,-89.4631283333,4,,,,4,,open,false,,,,Jackson,Illinois,United States,Illinois,Jackson,river cane,Arundinaria gigantea,river cane,Plantae,121747
68609638,Mon Jan 25 2021 14:01:28 GMT-0600 (CST),2021-01-25,2021-01-25 14:01:28 UTC,UTC,3970138,danielmorris3,,2021-01-25 20:02:41 UTC,2021-02-25 17:34:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68609638,https://inaturalist-open-data.s3.amazonaws.com/photos/111142970/medium.jpg,,"","",2,0,false,3,"Opelika, AL, US",32.654882233,-85.4337412164,4,,,,4,,,false,,,,Lee,Alabama,United States,Alabama,Lee,river cane,Arundinaria gigantea,river cane,Plantae,121747
68688204,Wed Jan 27 2021 11:54:36 GMT-0500 (EST),2021-01-27,2021-01-27 16:54:36 UTC,Eastern Time (US & Canada),3982076,huecomundo,,2021-01-27 16:54:57 UTC,2021-02-25 17:33:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68688204,https://inaturalist-open-data.s3.amazonaws.com/photos/111944518/medium.jpg,,"","",1,0,false,3,"Young Harris College, Young Harris, GA, US",34.9348758367,-83.8456659897,8,,,,8,,,false,,,,Towns,Georgia,United States,Georgia,Towns,river cane,Arundinaria gigantea,river cane,Plantae,121747
68694471,Wed Jan 27 2021 14:49:56 GMT-0500 (EST),2021-01-27,2021-01-27 19:49:56 UTC,Eastern Time (US & Canada),403664,redhillsbirder,,2021-01-27 19:51:29 UTC,2021-02-25 17:33:06 UTC,research,,https://www.inaturalist.org/observations/68694471,https://static.inaturalist.org/photos/111298669/medium.jpg,,"","",1,0,false,3,"Macon, Tallahassee, FL, US",30.4965036409,-84.266857775,5,,,,5,,,false,,,,Leon,Florida,United States,Florida,Leon,river cane,Arundinaria gigantea,river cane,Plantae,121747
68766761,Sat Jan 09 2021 10:53:45 GMT-0500 (EST),2021-01-09,2021-01-09 15:53:45 UTC,Eastern Time (US & Canada),10967,running_naturalist,Eli Dickerson,2021-01-29 17:34:00 UTC,2021-02-25 17:23:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68766761,https://inaturalist-open-data.s3.amazonaws.com/photos/111431783/medium.jpg,,"","",1,0,false,3,"Clifton Rd NE, Atlanta, GA, US",33.778695,-84.32412,4,,,,4,,,false,,,,DeKalb,Georgia,United States,Georgia,DeKalb,river cane,Arundinaria gigantea,river cane,Plantae,121747
68792406,Wed Jan 27 2021 16:01:56 GMT-0600 (CST),2021-01-27,2021-01-27 21:01:56 UTC,Eastern Time (US & Canada),1952402,wonderbird22,Ari Rice,2021-01-30 05:03:12 UTC,2021-01-30 11:53:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68792406,https://inaturalist-open-data.s3.amazonaws.com/photos/111478324/medium.jpg,,"","",1,0,false,3,"CR-1, Fulton, AR, US",33.5892966667,-93.7876583333,6,,,,6,,,false,,,,Hempstead,Arkansas,United States,Arkansas,Hempstead,river cane,Arundinaria gigantea,river cane,Plantae,121747
68826615,Sat Jan 30 2021 15:24:27 GMT-0600 (CST),2021-01-30,2021-01-30 15:24:27 UTC,UTC,2082035,brookesurlet,,2021-01-30 22:26:03 UTC,2022-06-16 00:31:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68826615,https://inaturalist-open-data.s3.amazonaws.com/photos/111542411/medium.jpg,,"","",1,0,false,3,"Tyler State Park, Tyler, TX, US",32.4767333333,-95.2915883333,5,,,,5,,,false,,,,Smith,Texas,United States,Texas,Smith,river cane,Arundinaria gigantea,river cane,Plantae,121747
68834636,2021/01/30 12:02 PM EST,2021-01-30,2021-01-30 17:02:00 UTC,Eastern Time (US & Canada),1597696,sc_beetles,Phillip Harpootlian,2021-01-31 01:06:06 UTC,2021-02-24 03:43:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68834636,https://inaturalist-open-data.s3.amazonaws.com/photos/111556007/medium.jpg,,"",,1,0,false,,"Chester State Park, SC, USA",34.6823,-81.2442,197,,,,197,,,false,,,,Chester,South Carolina,United States,South Carolina,Chester,river cane,Arundinaria gigantea,river cane,Plantae,121747
68834686,2021/01/30 1:36 PM EST,2021-01-30,2021-01-30 18:36:00 UTC,Eastern Time (US & Canada),1597696,sc_beetles,Phillip Harpootlian,2021-01-31 01:06:18 UTC,2021-02-25 17:22:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68834686,https://inaturalist-open-data.s3.amazonaws.com/photos/111556575/medium.jpg,,"",,1,0,false,,"Chester State Park, SC, USA",34.6823,-81.2442,197,,,,197,,,false,,,,Chester,South Carolina,United States,South Carolina,Chester,river cane,Arundinaria gigantea,river cane,Plantae,121747
68864888,2021-01-31 7:23:01 AM CST,2021-01-31,2021-01-31 13:23:01 UTC,Central Time (US & Canada),2153347,adarrah,Abby Darrah,2021-01-31 16:13:21 UTC,2022-12-15 04:25:33 UTC,research,CC-BY,https://www.inaturalist.org/observations/68864888,https://inaturalist-open-data.s3.amazonaws.com/photos/111613081/medium.jpeg,,"",,1,0,false,2,"Moss Point, MS 39562, USA",30.6297747222,-88.5994372222,,,,,,,,false,gps,gps,,Jackson,Mississippi,United States,Mississippi,Jackson,river cane,Arundinaria gigantea,river cane,Plantae,121747
68959341,2021-02-02T07:29:43-06:00,2021-02-02,2021-02-02 13:29:43 UTC,UTC,2345700,arborimatt,,2021-02-02 13:30:15 UTC,2021-02-02 17:33:48 UTC,research,,https://www.inaturalist.org/observations/68959341,https://inaturalist-open-data.s3.amazonaws.com/photos/111789919/medium.jpeg,,"",,1,0,false,333,Ozark,35.6904563905,-93.8016967709,13512,,,,13512,,,false,,,,Franklin,Arkansas,United States,Arkansas,Franklin,river cane,Arundinaria gigantea,river cane,Plantae,121747
68965077,Tue Feb 02 2021 10:52:14 GMT-0600 (CST),2021-02-02,2021-02-02 10:52:14 UTC,UTC,662158,kkilf,,2021-02-02 16:53:26 UTC,2021-10-07 22:46:30 UTC,research,,https://www.inaturalist.org/observations/68965077,https://static.inaturalist.org/photos/111800721/medium.jpg,,"",,3,0,false,3,"Jacksonville, TX, US",31.8597574532,-95.4183156789,5,,,,5,,,false,,,,Cherokee,Texas,United States,Texas,Cherokee,river cane,Arundinaria gigantea,river cane,Plantae,121747
68972195,2021-02-02 2:10:09 PM CST,2021-02-02,2021-02-02 14:10:09 UTC,UTC,3996528,whitwarr,Whitney Warrioe,2021-02-02 20:11:59 UTC,2022-03-03 16:57:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68972195,https://inaturalist-open-data.s3.amazonaws.com/photos/111813654/medium.jpeg,,"","Rivercane break Mark Twain Forest, MO",3,0,false,2,"Carter Township, MO, USA",36.95979923,-90.98829517,9,,,,9,,,false,,,,Carter,Missouri,United States,Missouri,Carter,river cane,Arundinaria gigantea,river cane,Plantae,121747
69014577,Wed Feb 03 2021 14:10:45 GMT-0500 (EST),2021-02-03,2021-02-03 19:10:45 UTC,Eastern Time (US & Canada),3982351,morganterrell,,2021-02-03 19:10:58 UTC,2021-02-24 03:41:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69014577,https://inaturalist-open-data.s3.amazonaws.com/photos/111892024/medium.jpg,,"","",1,0,false,3,"Young Harris College, Young Harris, GA, US",34.9352859333,-83.8458711562,5,,,,5,,,false,,,,Towns,Georgia,United States,Georgia,Towns,river cane,Arundinaria gigantea,river cane,Plantae,121747
69029570,Wed Feb 03 2021 17:27:26 GMT-0600 (CST),2021-02-03,2021-02-03 23:27:26 UTC,Central Time (US & Canada),920858,theo_witsell,"",2021-02-04 01:08:37 UTC,2021-02-04 02:19:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69029570,https://inaturalist-open-data.s3.amazonaws.com/photos/111919808/medium.jpg,,"",Edge of backwater slough.,1,0,false,3,"Greathouse Bend Dr, Little Rock, AR, US",34.7861666667,-92.3451083333,5,,,,5,,,false,,,,Pulaski,Arkansas,United States,Arkansas,Pulaski,river cane,Arundinaria gigantea,river cane,Plantae,121747
69151228,2021-02-06 12:01:54 PM CST,2021-02-06,2021-02-06 18:01:54 UTC,Central Time (US & Canada),51059,khashagen,katrina hashagen,2021-02-06 18:06:25 UTC,2021-02-07 19:41:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69151228,https://inaturalist-open-data.s3.amazonaws.com/photos/112145061/medium.jpeg,,"",,2,0,false,2,"5, LA 70775, USA",30.81385025,-91.37775249,9,,,,9,,,false,,,,,Louisiana,United States,Louisiana,West Feliciana,river cane,Arundinaria gigantea,river cane,Plantae,121747
69152690,2021-02-06 10:36:36 AM CST,2021-02-06,2021-02-06 16:36:36 UTC,Central Time (US & Canada),1031026,tom_franzem,"",2021-02-06 18:36:11 UTC,2021-02-06 18:59:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69152690,https://inaturalist-open-data.s3.amazonaws.com/photos/112147764/medium.jpeg,,"",,1,0,false,2,"Northport, AL 35476, USA",33.2372995833,-87.5990418889,,,,,,,,false,gps,gps,,Tuscaloosa,Alabama,United States,Alabama,Tuscaloosa,river cane,Arundinaria gigantea,river cane,Plantae,121747
